Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
Hawaii,2021-01-10,23897,308,11958,11143,1.3115174299384826
Idaho,2021-01-10,149235,1528,64538,83169,1.0238884980064995
Illinois,2021-01-10,1024039,19210,NA,1004829,1.8759051168949619
Indiana,2021-01-10,558560,10089,364221,185373,1.6051990833572043
Iowa,2021-01-10,296171,4127,255103,36941,1.3934517559112811
Kansas,2021-01-10,244583,3164,4838,235669,1.2891548463356974
Kentucky,2021-01-10,300397,2876,38905,258616,0.9573997077201172
Louisiana,2021-01-10,341431,7833,280373,53225,2.2941677820701694
Maine,2021-01-10,29019,432,11728,16859,1.488679830455908
Maryland,2021-01-10,303364,6246,9427,287691,2.0589127253068917
Massachusetts,2021-01-10,427135,13074,293522,120539,3.06085897901132
Michigan,2021-01-10,562553,14145,415079,133329,2.514429751507858
Minnesota,2021-01-10,434413,5731,412546,16136,1.3192514956964916
Mississippi,2021-01-10,236868,5146,182103,49619,2.172518026917946
Missouri,2021-01-10,477617,6173,NA,425814,1.418937220883311
Montana,2021-01-10,86102,1054,79906,5142,1.2241295208009106
Nebraska,2021-01-10,175620,1737,119393,54490,0.9890673044072428
Nevada,2021-01-10,246309,3450,NA,242859,1.40067963411812
New Hampshire,2021-01-10,52371,862,43374,6635,1.694482121444438
New Jersey,2021-01-10,579250,19854,59246,443935,3.7959218790329516
New Mexico,2021-01-10,154954,2732,76801,75421,1.7631038888960595
New York,2021-01-10,1119284,39288,109035,970778,3.5264508382144304
North Carolina,2021-01-10,614355,7425,487090,119840,1.2085846131308446
North Dakota,2021-01-10,94558,1360,91222,1984,1.4298102751750248
Ohio,2021-01-10,770977,14875,628964,132414,1.2450436264635651
Oklahoma,2021-01-10,325277,2738,281869,40268,0.8427856868026163
Oregon,2021-01-10,124476,1603,5870,117003,1.2877984511070406
Pennsylvania,2021-01-10,718913,17710,520490,179161,2.4573491133829752
Rhode Island,2021-01-10,97614,2062,5860,89838,1.9628332001557156
South Carolina,2021-01-10,350084,5758,162451,181875,1.6447481175946344
South Dakota,2021-01-10,102901,1570,96291,5040,1.5257383310171913
Tennessee,2021-01-10,646450,7704,560642,78104,1.1917395003480549
Texas,2021-01-10,1951915,30313,1549210,372392,1.5529877069442062
Utah,2021-01-10,303723,1390,247390,54943,0.4576538490664191
Vermont,2021-01-10,8790,156,5902,2732,1.7747440273037542
Virginia,2021-01-10,393715,5381,32833,355501,1.3667246612397292
Washington,2021-01-10,271595,3698,NA,267897,1.3615861853126898
West Virginia,2021-01-10,99778,1570,69228,28980,1.573493154803664
Wisconsin,2021-01-10,548134,5567,470385,72182,1.0156275655222993
Wyoming,2021-01-10,46719,489,44490,1740,1.0466833622294998
Alabama,2021-01-11,401900,5334,211684,184882,1.3271958198556857
Alaska,2021-01-11,50238,224,7165,42829,0.4460551993309172
Arizona,2021-01-11,618546,10141,85004,523401,1.639490029844183
Arkansas,2021-01-11,255076,4043,219887,31146,1.5850177986168827
California,2021-01-11,2744008,30043,NA,2687858,1.10395597716146
Colorado,2021-01-11,361148,5208,19113,336827,1.4420680718154333
Connecticut,2021-01-11,205994,6324,9800,189870,3.0699923298736858
Delaware,2021-01-11,65273,1137,18851,45450,1.4891302682579322
District of Columbia,2021-01-11,31791,817,22153,8821,2.569909722877544
Florida,2021-01-11,1477010,22912,NA,1454098,1.55124203627599
Georgia,2021-01-11,757045,11458,NA,745587,1.5135163695685196
Hawaii,2021-01-11,24045,309,11958,11320,1.3058594081234631
Idaho,2021-01-11,149667,1534,64785,83348,1.0249420379910068
Illinois,2021-01-11,1028750,19293,NA,1009457,1.8753827460510328
Indiana,2021-01-11,563653,10147,364890,189778,1.594065852572416
Iowa,2021-01-11,296682,4138,255593,36951,1.394759371987515
Kansas,2021-01-11,244583,3165,4838,235669,1.2891548463356974
Kentucky,2021-01-11,303624,2901,39006,261717,0.9554580665560036
Louisiana,2021-01-11,346829,7873,280373,58583,2.2699947236246105
Maine,2021-01-11,29298,432,11735,17131,1.4745033790702438
Maryland,2021-01-11,306674,6272,9427,290975,2.0451684851014438
Massachusetts,2021-01-11,432791,13151,293522,126118,3.0386491401161297
Michigan,2021-01-11,562553,14145,415079,133329,2.514429751507858
Minnesota,2021-01-11,436572,5775,414756,16041,1.3228058602017536
Mississippi,2021-01-11,239082,5167,182103,51812,2.1611831923775107
Missouri,2021-01-11,480558,6180,NA,428578,1.4108223624430944
Montana,2021-01-11,86324,1056,80237,5031,1.223298271627821
Nebraska,2021-01-11,176026,1760,120729,53537,0.9998522945473964
Nevada,2021-01-11,248569,3467,NA,245102,1.394783742140009
New Hampshire,2021-01-11,52980,869,44277,6454,1.684108527131783
New Jersey,2021-01-11,584828,19854,59705,505269,3.3948442961007337
New Mexico,2021-01-11,156157,2749,77731,75677,1.760407794719417
New York,2021-01-11,1135592,39450,109982,985978,3.4899858399847834
North Carolina,2021-01-11,623188,7567,487090,128531,1.2142403255518401
North Dakota,2021-01-11,94716,1360,91465,1899,1.4274251446429325
Ohio,2021-01-11,777065,15021,634085,133353,1.238892499340467
Oklahoma,2021-01-11,331775,2761,285645,42956,0.8332277086690689
Oregon,2021-01-11,125683,1604,5870,118209,1.2762266973258118
Pennsylvania,2021-01-11,725668,17804,520490,185658,2.4475558287802284
Rhode Island,2021-01-11,97614,2074,5860,89838,1.9628332001557156
South Carolina,2021-01-11,354525,5811,163716,184998,1.639094563147874
South Dakota,2021-01-11,103318,1585,96693,5040,1.5340986081805688
Tennessee,2021-01-11,653869,7785,565197,80887,1.1906054576681262
Texas,2021-01-11,1968189,30479,1558945,378765,1.5485809543697278
Utah,2021-01-11,305999,1392,249390,55217,0.4549034473968869
Vermont,2021-01-11,8967,156,6015,2796,1.7397122783539645
Virginia,2021-01-11,398856,5383,32998,360475,1.3496098842690094
Washington,2021-01-11,271595,3698,NA,267897,1.3615861853126898
West Virginia,2021-01-11,101212,1582,70382,29248,1.5630557641386398
Wisconsin,2021-01-11,550260,5570,472862,71828,1.0122487551339368
Wyoming,2021-01-11,46832,489,44556,1787,1.0441578407926204
Alabama,2021-01-12,404000,5347,211684,186969,1.3235148514851485
Alaska,2021-01-12,50413,224,7165,43005,0.44449736079692026
Arizona,2021-01-12,627541,10147,85912,531482,1.6169461437579378
Arkansas,2021-01-12,256344,4081,226700,25563,1.5920013731548233
California,2021-01-12,2784716,30519,NA,2727541,1.1051402436747217
Colorado,2021-01-12,362825,5213,19222,338390,1.4367808171983738
Connecticut,2021-01-12,213358,6416,9800,197142,3.007152298015542
Delaware,2021-01-12,65827,1146,18851,45990,1.4978656174518057
District of Columbia,2021-01-12,31993,821,22153,9019,2.5661863532647766
Florida,2021-01-12,1488586,23071,NA,1465515,1.5498600685482733
Georgia,2021-01-12,764499,11475,NA,753024,1.5009829967076478
Hawaii,2021-01-12,24201,309,11958,11482,1.2969513222166078
Idaho,2021-01-12,150239,1544,66012,82683,1.0276958712451494
Illinois,2021-01-12,1033526,19363,NA,1014163,1.8734893945580469
Indiana,2021-01-12,567338,10217,367734,190588,1.5891761172352283
Iowa,2021-01-12,297774,4139,256151,37484,1.3899803206458592
Kansas,2021-01-12,249712,3273,4896,240502,1.306274784231397
Kentucky,2021-01-12,305706,2922,39020,263764,0.9558202979333084
Louisiana,2021-01-12,348234,7918,280373,59943,2.2737584497780228
Maine,2021-01-12,29611,438,11752,17421,1.4791800344466584
Maryland,2021-01-12,309686,6301,9431,293954,2.0346415401406586
Massachusetts,2021-01-12,437042,13206,293522,126130,3.0385648897997477
Michigan,2021-01-12,567682,14192,415079,138411,2.499991192252
Minnesota,2021-01-12,437552,5779,417005,14768,1.3207573042746918
Mississippi,2021-01-12,240309,5186,198888,36235,2.158054837729756
Missouri,2021-01-12,483211,6184,NA,430324,1.4060821012644886
Montana,2021-01-12,86653,1057,80674,4922,1.219807738912675
Nebraska,2021-01-12,176670,1772,121710,53188,1.0029999433972945
Nevada,2021-01-12,250249,3500,NA,246749,1.3986069874405092
New Hampshire,2021-01-12,53913,869,45320,6118,1.6613455178083238
New Jersey,2021-01-12,590162,19854,60052,510256,3.3641610269722557
New Mexico,2021-01-12,157087,2764,78826,75497,1.7595345254540478
New York,2021-01-12,1149771,39650,110600,999337,3.4645159775294383
North Carolina,2021-01-12,629124,7578,521475,100071,1.2045320159459818
North Dakota,2021-01-12,94830,1360,91597,1881,1.4257091637667405
Ohio,2021-01-12,784957,15163,639080,136175,1.2359912708594227
Oklahoma,2021-01-12,335679,2775,289309,43163,0.8277478993100609
Oregon,2021-01-12,126607,1613,5870,119124,1.2740211836628306
Pennsylvania,2021-01-12,732246,17892,537353,175618,2.4360505930022045
Rhode Island,2021-01-12,100607,2095,6000,92660,1.9352530142037834
South Carolina,2021-01-12,357654,5826,165305,186523,1.6289486486939893
South Dakota,2021-01-12,103499,1585,96812,5102,1.5314157624711349
Tennessee,2021-01-12,657396,7865,568910,80621,1.1963869570243808
Texas,2021-01-12,1990204,30585,1568710,390909,1.5367771344043124
Utah,2021-01-12,307483,1396,251170,54917,0.4540088395130788
Vermont,2021-01-12,9078,156,6027,2895,1.718440185062789
Virginia,2021-01-12,403386,5393,33142,364851,1.3369328633120634
Washington,2021-01-12,276686,3699,NA,272987,1.3368945302617408
West Virginia,2021-01-12,102282,1594,71431,29257,1.5584364795369663
Wisconsin,2021-01-12,551942,5575,474830,71537,1.010069898648771
Wyoming,2021-01-12,47395,489,44982,1924,1.0317544044730458
Alabama,2021-01-13,407848,5573,211684,190591,1.3664404385947706
Alaska,2021-01-13,50544,225,7165,43132,0.4453505403586556
Arizona,2021-01-13,636100,10482,86757,538861,1.6478541109888385
Arkansas,2021-01-13,259553,4121,229700,25732,1.58772967370826
California,2021-01-13,2832085,31177,NA,2773506,1.110899954825232
Colorado,2021-01-13,364336,5242,19328,339766,1.4387817838478767
Connecticut,2021-01-13,217047,6449,9800,200798,2.9712458591917876
Delaware,2021-01-13,66446,1157,18851,46604,1.4914366553291394
District of Columbia,2021-01-13,32423,825,22464,9134,2.5444900225148808
Florida,2021-01-13,1503482,23227,NA,1480255,1.5448804841029025
Georgia,2021-01-13,773692,11662,NA,762030,1.507318157613107
Hawaii,2021-01-13,24261,309,11958,11590,1.2910798122065728
Idaho,2021-01-13,151273,1556,66796,82921,1.028603914776596
Illinois,2021-01-13,1040168,19497,NA,1020671,1.8744087493558728
Indiana,2021-01-13,570477,10271,370456,190917,1.595857501704714
Iowa,2021-01-13,299255,4222,258758,36275,1.4108369116639654
Kansas,2021-01-13,249803,3274,4896,240502,1.306274784231397
Kentucky,2021-01-13,308728,2944,39200,266584,0.9535902153351816
Louisiana,2021-01-13,352939,7971,280373,64595,2.2584639271942177
Maine,2021-01-13,30326,449,11768,18109,1.4805777220866585
Maryland,2021-01-13,312351,6367,9434,296550,2.0384119148009767
Massachusetts,2021-01-13,442529,13273,293522,135734,2.999351454932897
Michigan,2021-01-13,570150,14296,415079,140775,2.5074103306147504
Minnesota,2021-01-13,438867,5792,418610,14465,1.3197620235743404
Mississippi,2021-01-13,241957,5284,198888,37785,2.1838591154626648
Missouri,2021-01-13,486456,6383,NA,432331,1.4434771111308682
Montana,2021-01-13,87077,1067,81183,4827,1.225352274423786
Nebraska,2021-01-13,177670,1791,122564,53315,1.008048629481623
Nevada,2021-01-13,252842,3546,NA,249296,1.4024568702984472
New Hampshire,2021-01-13,54516,878,46031,6240,1.6613455178083238
New Jersey,2021-01-13,594749,20039,60328,514382,3.369320503271128
New Mexico,2021-01-13,157974,2794,80580,74600,1.7686454733057342
New York,2021-01-13,1164562,39835,111141,1013401,3.4364851334664883
North Carolina,2021-01-13,635975,7638,521475,106862,1.2009906049766108
North Dakota,2021-01-13,94968,1363,91850,1755,1.4352202847274866
Ohio,2021-01-13,792938,15311,648724,134412,1.2361622220148358
Oklahoma,2021-01-13,337900,2804,294629,40024,0.8309206802644485
Oregon,2021-01-13,127780,1667,5870,120243,1.3045860071998747
Pennsylvania,2021-01-13,739514,18137,542737,177212,2.445141830421385
Rhode Island,2021-01-13,101393,2109,6042,93381,1.9429349166116003
South Carolina,2021-01-13,359357,5860,166724,186773,1.6306903719699353
South Dakota,2021-01-13,103743,1585,97407,4751,1.5278139247949258
Tennessee,2021-01-13,660874,8011,579345,73518,1.2121826550900776
Texas,2021-01-13,2014645,30895,1595600,388150,1.5335207939860371
Utah,2021-01-13,309629,1422,253415,54792,0.4592593071062465
Vermont,2021-01-13,9247,158,6226,2863,1.7086622688439494
Virginia,2021-01-13,407947,5477,33562,368908,1.3425763640865112
Washington,2021-01-13,278544,3789,NA,274755,1.3602877821816302
West Virginia,2021-01-13,103203,1634,72992,28577,1.5832873075395095
Wisconsin,2021-01-13,555249,5633,477460,72156,1.0144998009901864
Wyoming,2021-01-13,48072,522,45223,2327,1.0858711932101848
Alabama,2021-01-14,410995,5760,211684,193551,1.4014769036119659
Alaska,2021-01-14,50840,226,7165,43425,0.4447418136020151
Arizona,2021-01-14,641729,10673,87672,543384,1.6631631109081868
Arkansas,2021-01-14,262020,4186,229700,28134,1.5975879703839402
California,2021-01-14,2870104,31685,NA,2811378,1.114432256489658
Colorado,2021-01-14,366774,5285,19457,342032,1.4409418333905892
Connecticut,2021-01-14,220576,6536,9800,204240,2.96315102277673
Delaware,2021-01-14,67173,1166,18851,47328,1.4797612135828384
District of Columbia,2021-01-14,32600,831,22673,9096,2.549079754601227
Florida,2021-01-14,1517472,23396,NA,1494076,1.5417747411484364
Georgia,2021-01-14,782288,11803,NA,770485,1.5087793753707075
Hawaii,2021-01-14,24352,312,11958,11680,1.2985928431249738
Idaho,2021-01-14,152364,1564,67633,83167,1.0264891969231578
Illinois,2021-01-14,1046030,19617,NA,1026413,1.8753764232383392
Indiana,2021-01-14,574119,10334,372444,192512,1.5960105831717817
Iowa,2021-01-14,301161,4232,260557,36372,1.4052284326323794
Kansas,2021-01-14,254104,3375,5026,244621,1.3213961026127514
Kentucky,2021-01-14,313281,2991,39723,270567,0.9547339289647312
Louisiana,2021-01-14,355835,8022,298614,49199,2.254415670184214
Maine,2021-01-14,31150,453,11809,18888,1.4542536115569824
Maryland,2021-01-14,314867,6404,9439,299024,2.0338746200776834
Massachusetts,2021-01-14,448447,13359,293522,141566,2.9789473449482324
Michigan,2021-01-14,573278,14336,415079,143863,2.5007064635307827
Minnesota,2021-01-14,440354,5842,419139,15373,1.326659914523315
Mississippi,2021-01-14,243899,5315,198888,39696,2.1791807264482435
Missouri,2021-01-14,489319,6411,NA,434490,1.442444011441559
Montana,2021-01-14,87653,1069,81676,4908,1.219581759894128
Nebraska,2021-01-14,179199,1803,120700,56696,1.0061440075000418
Nevada,2021-01-14,253985,3596,NA,250389,1.415831643601
New Hampshire,2021-01-14,55378,885,46633,6607,1.6351039260969975
New Jersey,2021-01-14,602629,20161,60769,521699,3.3455077668017967
New Mexico,2021-01-14,159119,2807,81603,74709,1.7640885123712442
New York,2021-01-14,1179266,40005,112023,1027051,3.408221724360746
North Carolina,2021-01-14,641073,7745,521475,111853,1.208130743300685
North Dakota,2021-01-14,95135,1364,92029,1742,1.4337520365795977
Ohio,2021-01-14,799639,15455,656433,133325,1.2356826017740503
Oklahoma,2021-01-14,341820,2848,299375,39141,0.8343000433554798
Oregon,2021-01-14,129109,1708,5870,121531,1.3229131973758608
Pennsylvania,2021-01-14,747461,18484,556041,171549,2.468089897882311
Rhode Island,2021-01-14,102485,2120,6101,94397,1.9388203151680732
South Carolina,2021-01-14,365378,5911,168440,191027,1.617776658693189
South Dakota,2021-01-14,104195,1604,97829,4762,1.5394212774125438
Tennessee,2021-01-14,665499,8148,588974,68377,1.2243444392854084
Texas,2021-01-14,2040751,31277,1612188,397286,1.532622059232116
Utah,2021-01-14,314817,1449,257824,54945,0.4611448102909445
Vermont,2021-01-14,9368,158,6321,2889,1.6865926558497009
Virginia,2021-01-14,412545,5552,33798,373195,1.3457925802033717
Washington,2021-01-14,281202,3838,NA,277364,1.3648551575024361
West Virginia,2021-01-14,104392,1671,74739,27982,1.6006973714460881
Wisconsin,2021-01-14,558020,5679,480112,72229,1.0177054585857137
Wyoming,2021-01-14,48289,522,45904,1863,1.0809915301621489
Alabama,2021-01-15,414583,5945,221961,186677,1.4339710021877403
Alaska,2021-01-15,51185,228,7165,43764,0.4456868072795512
Arizona,2021-01-15,649040,10855,88666,549519,1.6724701097004806
Arkansas,2021-01-15,264511,4228,235513,24770,1.5984212376800966
California,2021-01-15,2910044,32309,NA,2851381,1.120713361554032
Colorado,2021-01-15,369177,5316,19560,344301,1.4399596941304578
Connecticut,2021-01-15,221544,6553,9800,205191,2.95787744195284
Delaware,2021-01-15,68065,1178,18851,48219,1.4618379490193198
District of Columbia,2021-01-15,32820,842,22899,9079,2.5655088360755642
Florida,2021-01-15,1531192,23613,NA,1507579,1.5421318815667793
Georgia,2021-01-15,791324,11975,NA,779349,1.5132865931021933
Hawaii,2021-01-15,24598,318,11958,11838,1.3146435532700202
Idaho,2021-01-15,153358,1591,68657,83110,1.0374418028404129
Illinois,2021-01-15,1052682,19724,NA,1032958,1.8736902502370136
Indiana,2021-01-15,578494,10400,373704,195588,1.5906820122594183
Iowa,2021-01-15,302560,4251,262266,36043,1.4050105764145957
Kansas,2021-01-15,254410,3376,5026,244621,1.3213961026127514
Kentucky,2021-01-15,317344,3042,39998,274304,0.9585812241605324
Louisiana,2021-01-15,361148,8080,298614,54454,2.2373099117259407
Maine,2021-01-15,31958,461,11840,19657,1.4425183052756745
Maryland,2021-01-15,317815,6449,9443,301923,2.0291679121501502
Massachusetts,2021-01-15,454402,13433,324203,116766,2.956192974502753
Michigan,2021-01-15,576573,14511,415079,146983,2.5167671743213784
Minnesota,2021-01-15,441935,5885,420919,15131,1.3316437937705772
Mississippi,2021-01-15,245847,5356,198888,41603,2.1785907495312125
Missouri,2021-01-15,492899,6457,NA,437201,1.4436266498348755
Montana,2021-01-15,88110,1077,82190,4843,1.2223357167177389
Nebraska,2021-01-15,180131,1818,123234,55079,1.0092654790124964
Nevada,2021-01-15,256172,3658,NA,252514,1.4279468482113582
New Hampshire,2021-01-15,55957,897,47153,6728,1.6375187118916352
New Jersey,2021-01-15,609721,20161,61264,528296,3.3065943275694947
New Mexico,2021-01-15,160543,2836,82809,74898,1.7665049239144652
New York,2021-01-15,1193453,40245,112979,1040039,3.3880680680345185
North Carolina,2021-01-15,650926,7825,521475,121626,1.2021335758596214
North Dakota,2021-01-15,95378,1372,92249,1757,1.438486862798549
Ohio,2021-01-15,807293,15573,663856,133447,1.2374689239222934
Oklahoma,2021-01-15,344969,2882,303476,38148,0.8365601760201564
Oregon,2021-01-15,130246,1737,5870,122639,1.3336302074535875
Pennsylvania,2021-01-15,754682,18784,568908,165546,2.484186710995215
Rhode Island,2021-01-15,103386,2130,6175,95215,1.9306289052676375
South Carolina,2021-01-15,371180,5934,170072,195174,1.5986852739910555
South Dakota,2021-01-15,104512,1614,98170,4728,1.5443202694427434
Tennessee,2021-01-15,670482,8232,596883,65367,1.227773452531164
